case_number,county,quotes
277,Queens,"""Therefore, the body worn camera footage audit trails should have been disclosed with the People’s initial COC as a part of automatic discovery."""
277,Queens,"""Making a blanket decision to withhold evidence created by law enforcement during the defendant’s arrest without ever reviewing that evidence does not demonstrate “‘reasonable efforts’ to comply with the statutory directives” (Bay [2023]) and is not a showing of due diligence."""
277,Queens,"""For these reasons, the People’s COC filed without the body worn camera audit trails in the defendant’s case is invalid."""
278,Queens,"""The People filed their COC on [date redacted] and did not make any effort to disclose or confirm the existence of the aided report until months after they certified discovery compliance."""
278,Queens,"""Here, the People made no effort to review their discovery and disclose or ascertain the existence of the aided report."""
278,Queens,"""The People’s argument that their discovery obligation is limited to whatever is within their actual possession is not supported by law."""
278,Queens,"""It is obvious that the People have not followed statutory procedure, but without review of the unredacted IAB records, the Court cannot determine if these redactions amount to non-disclosure of discoverable material and invalidate their COC."""
278,Queens,"""Regardless, the People make no showing of due diligence to disclose the underlying CCRB records for Officer [name redacted]."""
279,Kings,"""This belated disclosure renders the People’s COC and SOR illusory."""
279,Kings,"""...a showing of prejudice is not required to show that a COC is improper."""
280,Queens,"""The People failed to demonstrate that they exercised diligent, good faith efforts to disclose the records at issue prior to filing their initial COC."""
280,Queens,"""Accordingly, the court finds that the People failed to exercise due diligence and their initial COC and SOR are invalid."""
280,Queens,"""The People failed to provide an explanation for the delayed disclosure of these records as required under CPL 245.50 (l-a)."""
